winner,loser,m_winner,m_loser,s_winner,s_loser,b_winner,b_loser
Date Krumm K.,Kirilenko M.,0.85091381407041,1.9839327969978369,0.6760599339830066,0.3877384600544619,1.2,4.33
Medina Garrigues A.,Groenefeld A.L.,1.8845021941341842,1.7160622017307603,0.37509049414280343,0.4023293462761031,1.3,3.4
Peer S.,Govortsova O.,2.285103557814501,1.3654507768032103,0.37950010530031464,0.38918555504872926,2.2,1.61
Amanmuradova A.,Shvedova Y.,0.7796413712277196,1.8058564360314882,0.4959633052723329,0.4060580612932402,1.4,2.75
Date Krumm K.,Medina Garrigues A.,1.2187570991433425,1.962160925426609,0.6161448479144651,0.3689344973392638,3.25,1.33
Peer S.,Amanmuradova A.,2.331105192612539,0.9804161675063551,0.3750560796124943,0.4766942107705457,1.22,4.0
Lisicki S.,Schnyder P.,2.2689346185863175,1.92555098996446,0.42136713439174,0.3965441752450393,1.53,2.37
Vesnina E.,Martinez-Sanchez M.J.,2.340622458019038,2.235747856303239,0.38282290666595176,0.4124501469369574,1.5,2.5
Rezai A.,Errani S.,1.840900086926893,1.676254091253612,0.41636405638939616,0.3996851542595316,1.66,2.1
Kleybanova A.,Morita A.,1.8836353434019686,0.6859067120323888,0.3758593732743493,0.44188519707570856,1.33,3.25
Pavlyuchenkova A.,Suarez Navarro C.,1.6512010104807437,1.6938031529384918,0.4270730102957384,0.4170866649129631,1.4,2.75
Dulko G.,Szavay A.,1.9996829133132645,2.138894956194831,0.39589893847219043,0.41639918450483926,1.57,2.25
Petkovic A.,Bammer S.,1.4607709909608386,1.9611646778936644,0.5309822851515575,0.3654634936040702,2.62,1.44
Chang K.C.,Kanepi K.,0.563287264263697,1.3262593209218825,0.841440319969241,0.4506390646393514,1.72,2.0
Safarova L.,Ivanovic A.,1.951927858653652,2.536941127601519,0.38247770831921596,0.4231436692090535,2.1,1.66
Vinci R.,Pennetta F.,1.6500995051314267,3.0223705616172976,0.4268290052054202,0.35003904301106364,6.0,1.11
Li N.,Cornet A.,2.7251781195439575,1.4291839375544557,0.4038171438441069,0.4255876799553234,1.14,5.0
Petrova N.,Sugiyama A.,2.2314595201542535,1.383775835357001,0.3823079784857164,0.46253498011447025,1.22,4.0
Rybarikova M.,Radwanska U.,1.8480785111715905,1.4362666293876671,0.38001985965113216,0.42029681237687877,1.5,2.5
Bartoli M.,Cirstea S.,2.4329845612390817,2.0562402534652016,0.39356684587536517,0.38875122612512497,1.4,2.75
Dushevina V.,Bondarenko A.,1.9956153930488063,2.0042450322794,0.4055449373159011,0.38495555181870106,1.5,2.5
Hantuchova D.,Craybas J.,2.4200431322370473,0.994423267378173,0.36927019946432577,0.4452215655955017,1.14,5.0
Stosur S.,Glatch A.,2.7909393040172286,0.6571902620437061,0.3751433799073318,0.6067963659350075,1.14,5.0
Zheng J.,Mirza S.,2.340212860083841,1.6933522037000692,0.3856627226566478,0.483315389845262,1.28,3.5
Bondarenko K.,Groenefeld A.L.,2.2025564293379487,1.6567751754424336,0.39530597213161306,0.39440651681139577,1.33,3.25
Radwanska A.,Makarova E.,2.6634745107970237,1.5109403992548138,0.37366375399963464,0.4068439878747139,1.16,4.5
Benesova I.,Razzano V.,1.5256112524358432,2.4314546536624335,0.4100164388895605,0.38813374862413713,3.75,1.25
Sharapova M.,Schiavone F.,3.1537217872844807,2.1458389226908428,0.4104945138749104,0.3633603851916526,1.11,6.0
Peng S.,Medina Garrigues A.,1.8376958347908698,1.8760101779794973,0.4062117430577188,0.3613242633484025,1.53,2.37
Wozniak A.,Date Krumm K.,2.073199102585839,1.486106415288708,0.3806903652254924,0.5752796855226746,1.36,3.0
Chang K.C.,Safina D.,1.0009657993853955,3.4068422473736404,0.7560163035051072,0.37955899219285827,7.5,1.07
Petkovic A.,Kuznetsova S.,1.6356265377799,3.160261463116045,0.5095250994753653,0.39535462717560804,5.5,1.12
Pavlyuchenkova A.,Williams V.,1.7519569985349817,3.547257938391398,0.41726316466103547,0.4088962926799605,8.0,1.06
Li N.,Dushevina V.,2.7617407402697984,2.075903925628288,0.40021546207243275,0.39758787928935574,1.2,4.33
Vesnina E.,Vinci R.,2.4139343750400046,1.8260014518071848,0.377872199468413,0.414179254016456,1.53,2.37
Rybarikova M.,Petrova N.,1.9225491677605617,2.2814090790424686,0.3731527354603503,0.37756318819781726,3.0,1.36
Bartoli M.,Rezai A.,2.4947552756394504,1.9235246284896101,0.3867275511844757,0.4091114716076051,1.28,3.5
Kleybanova A.,Zvonareva V.,1.929488215860704,2.821209856868006,0.3729446087020844,0.4091047308138179,3.5,1.28
Benesova I.,Dulko G.,1.6620870825841179,2.086937404170899,0.3995729752499284,0.38966707404834616,2.1,1.66
Safarova L.,Peng S.,2.0460519793650014,1.9261287797217772,0.37606626483803324,0.39755185491474093,1.61,2.2
Azarenka V.,Zheng J.,3.1540813716972873,2.387632332515297,0.41206432253541264,0.38039310966482004,1.28,3.5
Bondarenko K.,Dementieva E.,2.2545358642845157,3.4256717609055736,0.38906136020470977,0.3848088291460139,4.5,1.16
Sharapova M.,Stosur S.,3.195685249790227,2.7950799328721603,0.4049343880503856,0.37378274750232676,1.44,2.62
Wozniak A.,Wozniacki C.,2.1254034670245314,3.3235000894216733,0.3757305439460986,0.3541808763642925,4.0,1.22
Jankovic J.,Lisicki S.,3.0971788610983553,2.3458212744061115,0.38458204514437483,0.4138830009040605,1.4,2.75
Radwanska A.,Hantuchova D.,2.689197866063258,2.436376696992978,0.3696745183797282,0.3657952024375153,1.5,2.5
Benesova I.,Chang K.C.,1.7662096591547392,1.676847050649127,0.39095813294843496,0.6882307180099106,1.72,2.0
Li N.,Bondarenko K.,2.824899231943627,2.3910913065893014,0.39463222913552515,0.3812423025006904,1.5,2.5
Rybarikova M.,Wozniak A.,2.0153445158057934,2.2524605893362795,0.36681646831807974,0.36809293272343435,1.8,1.9
Bartoli M.,Pavlyuchenkova A.,2.5518266282534348,1.9338520981070035,0.3813574224292035,0.4064044203324125,1.36,3.0
Jankovic J.,Vesnina E.,3.1469408423943253,2.450803077847554,0.3799977964914654,0.3725088461500684,1.22,3.75
Sharapova M.,Kleybanova A.,3.257240444739987,2.0410844123404592,0.39858227203068786,0.3657013727406347,1.16,4.5
Radwanska A.,Petkovic A.,2.7551164463767,1.8897538108357463,0.36462275561773544,0.4901436766664982,1.28,3.5
Azarenka V.,Safarova L.,3.2074345027792184,2.1179426692504397,0.40596209513062215,0.37036612730673396,1.2,4.33
Jankovic J.,Bartoli M.,3.199219928183774,2.6092906405924596,0.37533865709431974,0.3764282670003928,1.4,2.75
Sharapova M.,Benesova I.,3.3000281749982485,1.837306812282208,0.3945455381700197,0.384924678567799,1.08,7.0
Li N.,Azarenka V.,2.891813782690195,3.253814259985152,0.3890940594436926,0.4010543228673925,2.37,1.53
Radwanska A.,Rybarikova M.,2.7969205737270113,2.091035639832072,0.361195302778761,0.3611332291240455,1.5,2.5
Jankovic J.,Li N.,3.2489291794297923,2.9887954504019816,0.37084096590159066,0.3828343196686507,1.44,2.62
Sharapova M.,Radwanska A.,3.3327098111111244,2.846219675815672,0.39131311148497666,0.35749030213579625,1.33,3.25
Sharapova M.,Jankovic J.,3.391790488995275,3.312476785579096,0.3864499406448873,0.3662083597722906,1.9,1.9
Pennetta F.,Han X.,2.8947294488581887,-0.17322240117027893,0.34817993352557286,1.103837453787361,1.062,8.0
Cornet A.,Stosur S.,1.3967127891787543,2.7380303674920183,0.4254809657683774,0.37165175680810497,3.75,1.25
Pavlyuchenkova A.,Bammer S.,1.8748742992125444,1.8991712797713431,0.4015639975852713,0.3662550970484061,1.61,2.2
Wozniak A.,Rezai A.,2.1722849890082547,1.8670095747100817,0.36402304061842455,0.4052267580671522,1.61,2.2
Williams V.,Dushevina V.,3.37808795796434,2.02440639298963,0.39929712612949037,0.39473254120302664,1.12,5.5
Bondarenko A.,Szavay A.,1.9333055205458307,2.035790212429598,0.38256217506412143,0.41253179048138994,1.61,2.2
Zvonareva V.,Cirstea S.,2.6951719364667963,1.9824012899470904,0.40304863663931373,0.38769040142340333,1.28,3.5
Safarova L.,Ji C.M.,2.081382277964369,-1.7583329738550175,0.3698160418070485,2.1404182464155,1.12,5.5
Czink M.,Vesnina E.,2.195972124861241,2.4009250063768346,0.3975683370441431,0.3712110737368814,1.83,1.83
Errani S.,Glatch A.,1.5898770785275227,0.6161173489494833,0.3984793646900093,0.5989554620839371,,
Schnyder P.,Radwanska U.,1.8640050519007845,1.3889398284962855,0.39584323653452375,0.4184596598417315,1.57,2.25
Bondarenko K.,Kirilenko M.,2.341279886978215,1.8804900599575576,0.3787182699085678,0.3876616792929059,1.5,2.5
Kuznetsova S.,Zheng J.,2.9949154601033916,2.3341633802153874,0.39015753541798026,0.37940197140819476,1.36,3.0
Zhang S.,Benesova I.,-2.613310537257191,1.8116580416117,1.5526713612621792,0.3839716397389679,4.33,1.2
Azarenka V.,Govortsova O.,3.15545270801313,1.333674743432498,0.3936530524113091,0.3922673576204706,1.08,7.0
Safina D.,Vinci R.,3.2216682986344516,1.7670356107430458,0.3757962989212206,0.4112787172802017,1.22,4.0
Makarova E.,Peer S.,1.470878910677661,2.3535858137501924,0.40725110572804873,0.3786576120463543,3.75,1.25
Bartoli M.,Rybarikova M.,2.5587443062086304,2.0455330796129276,0.37321239269228773,0.3590948164854563,1.36,3.0
Williams S.,Kanepi K.,3.5886296784771727,1.2780504210582218,0.3948565349065643,0.4472177722993105,1.04,10.0
Martinez-Sanchez M.J.,Wozniacki C.,2.1522260135472564,3.206123186941976,0.410312164249287,0.35113835090769907,4.0,1.22
Dementieva E.,Groenefeld A.L.,3.29516824488378,1.6075740434072463,0.37960276080527905,0.3927198181124309,1.08,7.0
Medina Garrigues A.,Lu J.,1.8081754332080215,-1.269534826599782,0.36105037415205254,1.932135188671333,1.11,6.0
Peng S.,Shvedova Y.,1.848466906703799,1.6854512231201715,0.39425224013851196,0.40320087327965837,1.61,2.2
Schiavone F.,Lisicki S.,2.122444055128161,2.2915034373493777,0.3674648658721452,0.41226515190720814,2.5,1.5
Kleybanova A.,Wickmayer Y.,2.022582035847473,2.3043403585197053,0.3677309755837687,0.3892856487719252,1.83,1.83
Hantuchova D.,Suarez Navarro C.,2.3797180374747184,1.6187728494679328,0.36605124294468483,0.41645580152522127,1.14,5.0
King V.,Voskoboeva G.,1.1728287948638427,0.7537204175945447,0.4757000277556029,0.4931356238901297,1.44,2.62
Petrova N.,Kudryavtseva A.,2.2040461929694395,1.0577347980904728,0.37726084147234457,0.43124103335285063,1.25,3.75
Wozniak A.,Cornet A.,2.226545508184485,1.5625566613647708,0.36043889550418184,0.41255512157651547,1.5,2.5
Bondarenko A.,Errani S.,2.0149294172659897,1.6357664904240128,0.376955001983922,0.3934520462302048,1.61,2.2
Pavlyuchenkova A.,Williams V.,1.9660336604949915,3.4206926069202677,0.39437592889334594,0.39657488654183415,4.5,1.16
Kuznetsova S.,Medina Garrigues A.,3.042183883791315,1.8224841616897625,0.38468269909216524,0.3612769947136875,1.11,6.0
Zhang S.,Safina D.,-0.1976329911747972,3.2485904560546786,0.9214027946863257,0.3727404705105924,7.5,1.07
Li N.,Safarova L.,2.924380575663204,2.093100429916899,0.377415330716847,0.37058937007899756,1.28,3.5
Sharapova M.,Azarenka V.,3.4675219042055554,3.175921455045663,0.38391178911126644,0.39230913566073694,1.61,2.2
Martinez-Sanchez M.J.,King V.,2.289585064819735,1.2655960820948557,0.4010263613084645,0.4636714106490118,1.44,2.62
Pennetta F.,Bondarenko K.,2.887629796414868,2.3887521108678795,0.3505808507176042,0.3747429646750942,1.66,2.1
Dementieva E.,Czink M.,3.3101601544428574,2.295244296995226,0.3783551580068553,0.3913853110757242,1.14,5.0
Bartoli M.,Kleybanova A.,2.6173928337905226,2.099969402057225,0.36908554566858476,0.36157545275774,1.57,2.25
Williams S.,Makarova E.,3.607329980428372,1.6037196922611576,0.3940931526254657,0.3971303129037844,1.05,9.0
Zvonareva V.,Schiavone F.,2.752100552151637,2.1981398156297196,0.39824549649261864,0.3614143669231089,1.3,3.4
Peng S.,Jankovic J.,1.9154619968707671,3.2376782569868627,0.3879424680988929,0.36248609319728514,3.25,1.33
Radwanska A.,Schnyder P.,2.7957623712962185,1.9185607274395053,0.3562232052723567,0.3900604916368082,1.25,3.75
Petrova N.,Hantuchova D.,2.2421170080230994,2.4209839658771526,0.3734028811543379,0.36164457762339064,1.66,2.1
Pavlyuchenkova A.,Wozniak A.,2.1070260281618074,2.2701345304394467,0.3865809324424216,0.35781867815066826,1.57,2.25
Kuznetsova S.,Bondarenko A.,3.067613594397326,2.0754551318988543,0.38195299891393175,0.3726297167629116,1.25,3.75
Peng S.,Sharapova M.,2.0583956283703935,3.5315602977791896,0.3792986955113697,0.37962469829291434,5.0,1.14
Dementieva E.,Li N.,3.345834645035879,2.9603827096670603,0.37422845456304416,0.37428544549487347,1.57,2.25
Bartoli M.,Zhang S.,2.6671366010208293,0.9270625342352103,0.36519429605856757,0.7661241952798111,1.22,4.0
Radwanska A.,Martinez-Sanchez M.J.,2.8263468946775534,2.347717995543348,0.3540125338899894,0.39731672887201125,1.22,4.0
Zvonareva V.,Pennetta F.,2.811620540973178,2.9350819645951964,0.3928398483895047,0.3482994144114495,1.57,2.25
Petrova N.,Williams S.,2.3161594000411565,3.624501264973507,0.36818675596334083,0.3931505495259516,5.0,1.14
Kuznetsova S.,Pavlyuchenkova A.,3.105756717711393,2.1947685797804475,0.37882543627317233,0.38084797290923705,1.33,3.25
Petrova N.,Peng S.,2.4420315860883246,2.201249210507755,0.36137713274762323,0.3727051488206512,1.72,2.0
Radwanska A.,Dementieva E.,2.876558369898011,3.395856324161342,0.35032718401893204,0.37065716363238366,3.75,1.25
Bartoli M.,Zvonareva V.,2.6877328517749204,2.8962180343759503,0.3634091981227681,0.38572820717757605,3.0,1.36
Kuznetsova S.,Petrova N.,3.1495617356626147,2.5024929140137213,0.374688562863317,0.3566950992224938,1.33,3.25
Radwanska A.,Bartoli M.,2.960260219169014,2.763155879143848,0.3458158012667276,0.3583788959640112,1.53,2.37
Kuznetsova S.,Radwanska A.,3.2009368929795263,3.0176983678806546,0.37034543201917636,0.34223593163035276,1.44,2.75
Kvitova P.,Petkovic A.,1.7286374057500846,1.8393613659110204,0.4580020748326483,0.48884546761855774,1.66,2.1
Olaru I.,Hradecka L.,1.2221723062176957,1.531995540528074,0.46783710856098437,0.490501460271355,1.83,1.83
Radwanska U.,Meusburger Y.,1.3100799442750006,0.6999385461875154,0.418338696863612,0.6407777926556645,1.4,2.75
Suarez Navarro C.,Srebotnik K.,1.5671035857123645,1.6460228944007582,0.41651450642404136,0.5735499565971248,1.57,2.25
Mirza S.,Peer S.,1.6152453128924362,2.258892121199141,0.4824406726732367,0.378025239793304,1.83,1.83
O'Brien K.,Glatch A.,-0.6841197510930901,0.515848638732372,0.6861322586485213,0.5867830096282386,2.37,1.53
Kutuzova V.,Kirilenko M.,0.5507567413165714,1.8196546186558593,0.5672823522234514,0.38896319233318716,1.4,2.75
Schiavone F.,Kremer A.,2.1406870025596754,-0.11044180958966049,0.3629804632791081,0.8446075251362121,2.62,1.44
Johansson M.,Shvedova Y.,0.3015485937988202,1.6048714485655915,0.526395367494256,0.403400988145575,1.9,1.8
Czink M.,Fuda R.,2.252914902844479,0.13654222880015093,0.3912019771530388,1.1805028363272407,1.08,7.0
Govortsova O.,Martic P.,1.3146721809863628,1.2424777951133437,0.39750712550541045,0.5754566046014132,1.14,5.0
Groenefeld A.L.,Vinci R.,1.5758822016717366,1.722074216429744,0.39830932829112636,0.4144099084240452,1.33,3.25
Errani S.,Parra Santonja A.,1.551073646313496,-0.11177489959257118,0.3951142984476854,0.7984718221504621,1.66,2.1
Malek T.,Rezai A.,0.7249499313792359,1.7981767756573284,0.5738979541425911,0.40736259083552445,1.12,5.5
Goerges J.,Cirstea S.,1.3406691629095888,1.9310182550087331,0.48995658600880293,0.3917270314631226,3.5,1.28
Pennetta F.,Shaughnessy M.,2.8608168960548817,0.036828593194142875,0.3474913330496986,0.6797112345446878,1.28,3.5
Safarova L.,Mayr P.,2.050942658076061,0.6930696549923021,0.3734280704060595,0.48715847254540134,2.37,1.53
Benesova I.,Gehrlein S.,1.6784945429741898,-0.7241221130847793,0.38602661807608213,2.1606228238136107,1.53,2.37
Nara K.,Scheepers C.,0.0,0.6137776689031335,2.5,0.6786930142210776,1.57,2.25
Chan Y.J.,Gullickson C.,1.22657807695822,-0.5244604816963622,0.5028625645055722,0.9015715594953573,1.25,3.75
Chang K.C.,Tanasugarn T.,1.425597258134991,1.5844239871059371,0.6504718052342561,0.48838027950490503,2.62,1.44
Wozniak A.,Ferguson S.,2.198344427720618,-0.8569602689938649,0.3580806927531721,1.073301457905642,1.2,4.33
King V.,Coin J.,1.2025354307972969,0.6940991024514557,0.46014994574250867,0.5451808433616856,1.33,3.25
Stosur S.,Panova A.,2.5979072569192843,1.0411193104298746,0.37462068310855556,0.7723601001238203,1.14,5.0
Wozniacki C.,Morita A.,3.0993057918697526,0.6591940059325561,0.3541592578300312,0.44988146877915336,1.4,2.75
Craybas J.,Date Krumm K.,0.955887199576043,1.332342126369136,0.45249269631715,0.5666465576032492,1.5,2.5
Bartoli M.,Voskoboeva G.,2.7005334167653547,0.6615919577850301,0.35511882150857765,0.4873331918183815,1.06,8.0
Morigami A.,Rodionova An.,0.6971093552421157,0.9856305272706404,0.7714951467627383,0.6425180629094461,1.38,2.87
Cornet A.,Barrois K.,1.4939919922459257,1.3708343113972523,0.41429441385429877,0.5161429332672043,3.5,1.28
Radwanska A.,Niculescu M.,2.9512634265473157,0.5961951492657854,0.34002749029836526,0.46243786953847843,2.75,1.4
Dulgheru A.,Bammer S.,2.037216375907175,1.8352322869199955,0.7444832117683469,0.37282949779192776,1.57,2.37
Wickmayer Y.,Bacsinszky T.,2.2137673985508526,1.6829739350459412,0.39007189221692284,0.4695096894622167,3.5,1.28
Suarez Navarro C.,Govortsova O.,1.6578723671159583,1.388730389487419,0.408420349585786,0.3902793494309129,2.25,1.57
Kvitova P.,Benesova I.,1.8380544224722348,1.7059553588512297,0.44710037543251924,0.38504140571121004,4.5,1.16
Errani S.,Malek T.,1.5724125130107252,0.9863902801778462,0.39201951205040764,0.5413068304872981,1.071,7.5
Mirza S.,Kutuzova V.,1.7839683718663935,0.8343810154389777,0.46629219712238595,0.5346687865738432,5.5,1.12
Czink M.,King V.,2.274529837240202,1.2832167954393467,0.390881837284736,0.44986090210566226,1.12,5.5
Schiavone F.,Chan Y.J.,2.1454837368337554,1.2758313277865079,0.36310769996636527,0.49613694004341335,2.62,1.44
Bartoli M.,Nara K.,2.709431435540791,1.9723334832866557,0.3541844740996546,1.7920311318627848,1.3,3.4
Safarova L.,Radwanska U.,2.0835786743062394,1.3604129868444954,0.3712408043656911,0.41318032227459056,1.4,2.75
Olaru I.,Goerges J.,1.34524174233118,1.4983770034782082,0.4555342443927609,0.4738469195776956,1.12,5.5
Radwanska A.,Cornet A.,2.96213930134362,1.5762554933182653,0.33955215260865323,0.40562851984222625,1.83,1.83
Wickmayer Y.,Dulgheru A.,2.276356050440479,2.281634265789926,0.3842481017044393,0.6976179521191036,,
Pennetta F.,Groenefeld A.L.,2.8621705833204123,1.6666301000864692,0.348692924793042,0.3909579740681851,1.1,6.5
Craybas J.,Johansson M.,1.0750833162584479,0.5492600213121114,0.44094149639983987,0.5007320063019842,3.0,1.36
Wozniak A.,Chang K.C.,2.2034952692489496,1.6441080157859567,0.3596725061523435,0.6173042444361694,1.07,7.5
Wozniacki C.,O'Brien K.,3.1051571122816224,-0.3235768875331094,0.35493837299779485,0.6261663596615971,3.0,1.36
Stosur S.,Morigami A.,2.6293022727761572,1.0100701065840019,0.3734347407069542,0.7149432506018971,1.36,3.0
Kvitova P.,Suarez Navarro C.,1.9392962776349523,1.7287212099807037,0.43803150658231693,0.4014034809128598,1.33,3.25
Radwanska A.,Safarova L.,2.9872743497705723,2.1271228639441473,0.33777352732675237,0.36701360973358993,1.28,3.5
Pennetta F.,Olaru I.,2.893454832281968,1.4561958679273403,0.3462136557081491,0.44362921467399075,1.03,11.0
Wickmayer Y.,Errani S.,2.35051594118996,1.6277156333762515,0.37885524554366473,0.3877181030860401,1.4,2.75
Schiavone F.,Czink M.,2.1914876240338335,2.3234930655424355,0.3607408566732205,0.387375744045706,1.3,3.4
Mirza S.,Bartoli M.,1.8436558863213945,2.7435478379634803,0.45852732796452483,0.3546687916277779,1.04,10.0
Wozniacki C.,Wozniak A.,3.1143680181091864,2.251613081818492,0.3554123546959729,0.3560317674742408,1.1,6.5
Stosur S.,Craybas J.,2.6547922923279845,1.1516752069400198,0.3711127198477126,0.43170766956202344,1.83,1.83
Kvitova P.,Radwanska A.,2.0321477361127243,3.0201273400682362,0.4289304804861087,0.3354837715158973,4.5,1.16
Wickmayer Y.,Pennetta F.,2.4046946971295493,2.9223375177227005,0.3741810745932883,0.34426041889968645,1.16,4.5
Schiavone F.,Mirza S.,2.2654274765384903,2.008799896502559,0.35539630791182775,0.44462021776560884,1.11,6.0
