date,bankroll,bet_size,profit,bet_on,odds_taken,predicted_prob,daily_return
2008-05-14,1.9679120729955163e-75,3.348100099710854e-76,-3.348100099710854e-76,Bondarenko K.,3.39,0.5,-0.14539748953974896
2008-05-14,1.598928559308857e-75,3.689835136866593e-76,-3.689835136866593e-76,Pennetta F.,5.0,0.5,-0.1874999999999999
2008-05-14,1.6788749872743e-75,6.662202330453576e-77,7.994642796544292e-77,Cornet A.,2.2,0.5,0.050000000000000044
2008-05-14,1.3237283553508904e-75,3.551466319234096e-76,-3.551466319234096e-76,Govortsova O.,7.5,0.5,-0.21153846153846156
2008-05-14,1.1031069627924086e-75,2.2062139255848173e-76,-2.2062139255848173e-76,Cibulkova D.,4.0,0.5,-0.16666666666666663
2008-05-15,9.192558023270072e-76,1.8385116046540142e-76,-1.8385116046540142e-76,Kirilenko M.,4.0,0.5,-0.16666666666666663
2008-05-15,8.732930122106569e-76,4.596279011635036e-77,-4.596279011635036e-77,Bartoli M.,2.25,0.5,-0.04999999999999993
2008-05-15,6.822601657895757e-76,1.910328464210812e-76,-1.910328464210812e-76,Errani S.,9.0,0.5,-0.21875
2008-05-15,5.604279933271515e-76,1.2183217246242424e-76,-1.2183217246242424e-76,Wozniacki C.,4.5,0.5,-0.1785714285714285
2008-05-15,7.705884908248333e-76,8.406419899907273e-77,2.1016049749768183e-76,Pironkova T.,3.5,0.5,0.375
2008-05-15,1.0113973942075937e-75,1.0702617928122685e-76,2.4080890338276043e-76,Cornet A.,3.25,0.5,0.3125
2008-05-16,9.431096139417525e-76,6.8287780265841196e-77,-6.8287780265841196e-77,Pironkova T.,2.37,0.5,-0.06751824817518248
2008-05-16,9.216753045339854e-76,2.1434309407767118e-77,-2.1434309407767118e-77,Williams V.,2.1,0.5,-0.022727272727272707
2008-05-16,1.382512956800978e-75,1.536125507556642e-76,4.6083765226699264e-76,Cornet A.,4.0,0.5,0.5
2008-05-16,1.1356356430865177e-75,2.4687731371446037e-76,-2.4687731371446037e-76,Schnyder P.,4.5,0.5,-0.1785714285714286
2008-05-17,1.1098257421072787e-75,2.5809900979239057e-77,-2.5809900979239057e-77,Sharapova M.,2.1,0.5,-0.022727272727272707
2008-05-17,1.0846024297866587e-75,2.522331232061999e-77,-2.522331232061999e-77,Chakvetadze A.,2.1,0.5,-0.022727272727272707
2008-05-18,9.120520432296903e-76,1.7255038655696844e-76,-1.7255038655696844e-76,Cornet A.,3.75,0.5,-0.15909090909090917
2008-05-19,1.3110748121426797e-75,1.4509918869563252e-76,3.9902276891298946e-76,Klepac A.,3.75,0.5,0.4375
2008-05-19,1.2225533376001995e-75,8.852147454248023e-77,-8.852147454248023e-77,Kudryavtseva A.,2.37,0.5,-0.06751824817518248
2008-05-19,1.8338300064002993e-75,2.0375888960003325e-76,6.112766688000998e-76,Vierin N.,4.0,0.5,0.5
2008-05-19,1.4408664336002352e-75,3.929635728000641e-76,-3.929635728000641e-76,Senoglu I.,8.0,0.5,-0.2142857142857143
2008-05-19,1.801083042000294e-75,1.801083042000294e-76,3.602166084000588e-76,Nakamura A.,3.0,0.5,0.25
2008-05-19,1.608109858928834e-75,1.9297318307146007e-76,-1.9297318307146007e-76,Erakovic M.,2.75,0.5,-0.1071428571428571
2008-05-19,1.4741007040180977e-75,1.3400915491073615e-76,-1.3400915491073615e-76,Obziler T.,2.5,0.5,-0.08333333333333337
2008-05-19,1.65836329202036e-75,1.2284172533484147e-76,1.8426258800226222e-76,Dubois S.,2.5,0.5,0.125
2008-05-20,1.3474201747665426e-75,3.109431172538175e-76,-3.109431172538175e-76,Hercog P.,5.0,0.5,-0.1874999999999999
2008-05-20,1.1117228018531759e-75,2.356973729133667e-76,-2.356973729133667e-76,Zec Peskiric M.,4.33,0.5,-0.17492492492492495
2008-05-20,8.801138848004308e-76,2.3160891705274498e-76,-2.3160891705274498e-76,Osterloh L.,7.0,0.5,-0.20833333333333337
2008-05-20,7.400957667639986e-76,1.4001811803643218e-76,-1.4001811803643218e-76,Muller M.,3.75,0.5,-0.15909090909090917
2008-05-20,6.784211195336654e-76,6.1674647230333215e-77,-6.1674647230333215e-77,Ozgen P.,2.5,0.5,-0.08333333333333326
2008-05-21,5.597483561317555e-76,1.1867276340190995e-76,-1.1867276340190995e-76,Cirstea S.,4.33,0.5,-0.17492492492492484
2008-05-21,4.597932925367992e-76,9.995506359495635e-77,-9.995506359495635e-77,Vierin N.,4.5,0.5,-0.1785714285714285
2008-05-21,4.406352386810992e-76,1.915805385569998e-77,-1.915805385569998e-77,King V.,2.2,0.5,-0.04166666666666674
2008-05-21,3.635571526355315e-76,7.707808604556766e-77,-7.707808604556766e-77,Domachowska M.,4.33,0.5,-0.17492492492492495
2008-05-21,2.878160791697958e-76,7.574107346573574e-77,-7.574107346573574e-77,Chvojkova V.,7.0,0.5,-0.20833333333333326
2008-05-21,2.5697864211588912e-76,3.0837437053906693e-77,-3.0837437053906693e-77,Dubois S.,2.75,0.5,-0.1071428571428571
2008-05-21,2.1609567632472495e-76,4.088296579116418e-77,-4.088296579116418e-77,Nakamura A.,3.75,0.5,-0.15909090909090906
2008-05-21,1.669830226145602e-76,4.911265371016476e-77,-4.911265371016476e-77,Ungur L.,12.0,0.5,-0.2272727272727273
2008-05-22,2.4003809500843026e-76,2.656548087049821e-77,7.305507239387007e-77,Amanmuradova A.,3.75,0.5,0.4375
2008-05-22,1.8752976172533613e-76,5.250833328309412e-77,-5.250833328309412e-77,Klepac A.,9.0,0.5,-0.2187500000000001
2008-05-22,1.614839614857061e-76,2.604580023963002e-77,-2.604580023963002e-77,Govortsova O.,3.25,0.5,-0.13888888888888895
2008-05-22,1.2732389270988366e-76,3.4160068775822443e-77,-3.4160068775822443e-77,Craybas J.,7.5,0.5,-0.21153846153846156
2008-05-23,1.0345066282678048e-76,2.3873229883103185e-77,-2.3873229883103185e-77,Amanmuradova A.,5.0,0.5,-0.1875
2008-05-23,9.236666323819686e-77,1.1083999588583622e-77,-1.1083999588583622e-77,Pironkova T.,2.75,0.5,-0.1071428571428571
2008-05-24,1.2469499537156576e-76,1.347013838890371e-77,3.23283321333689e-77,Radwanska A.,3.4,0.5,0.34999999999999987
2008-05-19,1.362292824434356e-76,8.41918764370061e-78,1.1534287071869837e-77,Sugiyama A.,2.37,0.5,0.09250000000000003
2008-05-19,1.7880093320700925e-76,1.892073367269939e-77,4.257165076357363e-77,Dellacqua C.,3.25,0.5,0.3125
2008-05-19,1.899759915324473e-76,8.940046660350463e-78,1.117505832543808e-77,Kvitova P.,2.25,0.5,0.0625
2008-05-19,2.075487707491987e-76,1.2826846143614147e-77,1.757277921675138e-77,Cohen Aloro S.,2.37,0.5,0.09250000000000003
2008-05-19,1.8160517440554884e-76,2.5943596343649836e-77,-2.5943596343649836e-77,Zakopalova K.,3.0,0.5,-0.125
2008-05-19,1.5133764533795737e-76,3.0267529067591473e-77,-3.0267529067591473e-77,Dechy N.,4.0,0.5,-0.16666666666666663
2008-05-20,1.437707630710595e-76,7.566882266897869e-78,-7.566882266897869e-78,Vakulenko J.,2.25,0.5,-0.050000000000000044
2008-05-20,1.976847992227068e-76,2.1565614460658923e-77,5.391403615164731e-77,Vrljic A.,3.5,0.5,0.375
2008-05-20,1.765042850202739e-76,2.118051420243287e-77,-2.118051420243287e-77,Harkleroad A.,2.75,0.5,-0.1071428571428572
2008-05-20,1.5444124939273967e-76,2.206303562753424e-77,-2.206303562753424e-77,Lisicki S.,3.0,0.5,-0.125
2008-05-20,1.5093122099745014e-76,3.510028395289541e-78,-3.510028395289541e-78,Santangelo M.,2.1,0.5,-0.022727272727272707
2008-05-20,2.0753042887149393e-76,2.263968314961752e-77,5.65992078740438e-77,Chan Y.J.,3.5,0.5,0.3749999999999998
2008-05-21,1.729420240595783e-76,3.458840481191565e-77,-3.458840481191565e-77,Gallovits E.,4.0,0.5,-0.16666666666666652
2008-05-21,1.4700072045064154e-76,2.5941303608936745e-77,-2.5941303608936745e-77,Perebiynis T.,3.5,0.5,-0.15000000000000002
2008-05-21,1.5618826547880662e-76,7.350036022532078e-78,9.187545028165098e-78,Sugiyama A.,2.25,0.5,0.0625
2008-05-21,1.2690296570153039e-76,2.928529977727624e-77,-2.928529977727624e-77,Vrljic A.,5.0,0.5,-0.1875
2008-05-21,1.0424172182625711e-76,2.2661243875273282e-77,-2.2661243875273282e-77,Cohen Aloro S.,4.5,0.5,-0.1785714285714285
2008-05-21,1.3681725989696246e-76,1.4478016920313488e-77,3.257553807070535e-77,Peng S.,3.25,0.5,0.3125
2008-05-22,1.1971510240984216e-76,1.7102157487120308e-77,-1.7102157487120308e-77,Peng S.,3.0,0.5,-0.125
2008-05-22,1.1372934728935006e-76,5.985755120492108e-78,-5.985755120492108e-78,Pennetta F.,2.25,0.5,-0.04999999999999993
2008-05-22,1.7059402093402506e-76,1.8954891214891675e-77,5.686467364467502e-77,Bacsinszky T.,4.0,0.5,0.4999999999999998
2008-05-23,1.4690040691541046e-76,2.3693614018614594e-77,-2.3693614018614594e-77,Bacsinszky T.,3.25,0.5,-0.13888888888888895
2008-05-23,1.2486534587809889e-76,2.2035061037311567e-77,-2.2035061037311567e-77,Chan Y.J.,3.5,0.5,-0.15000000000000002
2008-05-25,1.1643465646662141e-76,8.430689411477482e-78,-8.430689411477482e-78,Hsieh S.W.,2.37,0.5,-0.06751824817518248
2008-05-25,9.89694579966282e-77,1.7465198469993212e-77,-1.7465198469993212e-77,Kloesel S.,3.5,0.5,-0.15000000000000002
2008-05-25,7.670132994738686e-77,2.2268128049241347e-77,-2.2268128049241347e-77,Arvidsson S.,11.0,0.5,-0.22499999999999998
2008-05-25,7.286626345001752e-77,3.835066497369343e-78,-3.835066497369343e-78,Dubois S.,2.25,0.5,-0.050000000000000044
2008-05-25,7.468792003626796e-77,1.656051442045854e-78,1.8216565862504395e-78,Zakopalova K.,2.1,0.5,0.025000000000000133
2008-05-25,5.88885523362882e-77,1.5799367699979761e-77,-1.5799367699979761e-77,Meusburger Y.,7.5,0.5,-0.21153846153846156
2008-05-25,6.036076614469541e-77,1.3383761894610965e-78,1.4722138084072062e-78,Makarova E.,2.1,0.5,0.025000000000000133
2008-05-25,4.759214253716368e-77,1.276862360753172e-77,-1.276862360753172e-77,Kerber A.,7.5,0.5,-0.21153846153846156
2008-05-25,4.045332115658913e-77,7.138821380574553e-78,-7.138821380574553e-78,Fedossova Y.,3.5,0.5,-0.15000000000000002
2008-05-25,3.2362656925271303e-77,8.090664231317827e-78,-8.090664231317827e-78,Vakulenko J.,6.0,0.5,-0.20000000000000007
2008-05-25,3.16271419951515e-77,7.355149301198029e-79,-7.355149301198029e-79,Osterloh L.,2.1,0.5,-0.022727272727272818
2008-05-25,2.459888821845117e-77,7.028253776700332e-78,-7.028253776700332e-78,Harkleroad A.,10.0,0.5,-0.2222222222222221
2008-05-25,2.0685428729152118e-77,3.913459489299049e-78,-3.913459489299049e-78,Ditty J.,3.75,0.5,-0.15909090909090917
2008-05-26,2.3271107320296133e-77,1.7237857274293432e-78,2.5856785911440148e-78,Loit E.,2.5,0.5,0.125
2008-05-26,1.9392589433580113e-77,3.878517886716022e-78,-3.878517886716022e-78,Salerni M.E.,4.0,0.5,-0.16666666666666663
2008-05-26,1.8422959961901107e-77,9.696294716790057e-79,-9.696294716790057e-79,Paszek T.,2.25,0.5,-0.050000000000000044
2008-05-26,1.414620139931692e-77,4.2767585625841856e-78,-4.2767585625841856e-78,Niculescu M.,15.0,0.5,-0.2321428571428572
2008-05-26,1.2967351282707177e-77,1.1788501166097434e-78,-1.1788501166097434e-78,Muller M.,2.5,0.5,-0.08333333333333337
2008-05-26,1.5398729648214772e-77,1.3893590660043402e-78,2.4313783655075954e-78,Pandzic J.,2.75,0.5,0.1875
2008-05-26,1.2141306068784724e-77,3.257423579430048e-78,-3.257423579430048e-78,Morita A.,7.5,0.5,-0.21153846153846156
2008-05-26,9.713044855027779e-78,2.4282612137569447e-78,-2.4282612137569447e-78,Bychkova E.,6.0,0.5,-0.20000000000000007
2008-05-26,7.487138742417246e-78,2.2259061126105327e-78,-2.2259061126105327e-78,Obziler T.,13.0,0.5,-0.22916666666666663
2008-05-26,1.123070811362587e-77,1.247856457069541e-78,3.743569371208623e-78,Cetkovska P.,4.0,0.5,0.5
2008-05-26,9.826869599422636e-78,1.4038385142032337e-78,-1.4038385142032337e-78,Errani S.,3.0,0.5,-0.125
2008-05-27,7.984331549530892e-78,1.8425380498917443e-78,-1.8425380498917443e-78,Savchuk O.,5.0,0.5,-0.1875
2008-05-27,6.154588902763396e-78,1.829742646767496e-78,-1.829742646767496e-78,Nakamura A.,13.0,0.5,-0.22916666666666663
2008-05-27,5.385265289917971e-78,7.693236128454245e-79,-7.693236128454245e-79,Kudryavtseva A.,3.0,0.5,-0.125
2008-05-27,5.26287289696529e-78,1.2239239295268126e-79,-1.2239239295268126e-79,Parmentier P.,2.1,0.5,-0.022727272727272707
2008-05-27,4.1664410434308542e-78,1.0964318535344355e-78,-1.0964318535344355e-78,Bondarenko K.,7.0,0.5,-0.20833333333333337
2008-05-27,4.0717492015346984e-78,9.469184189615585e-80,-9.469184189615585e-80,Vesnina E.,2.1,0.5,-0.022727272727272707
2008-05-27,4.702870327772577e-78,3.895809421221471e-79,6.311211262378783e-79,Sanchez O.,2.62,0.5,0.15500000000000003
2008-05-27,3.740919578910004e-78,9.619507488625725e-79,-9.619507488625725e-79,Koryttseva M.,6.5,0.5,-0.20454545454545459
2008-05-28,2.8724918195201814e-78,8.684277593898224e-79,-8.684277593898224e-79,Rodina E.,15.0,0.5,-0.2321428571428572
2008-05-28,2.3139517435023684e-78,5.585400760178131e-79,-5.585400760178131e-79,Craybas J.,5.5,0.5,-0.19444444444444442
2008-05-28,2.261361931150042e-78,5.258981235232659e-80,-5.258981235232659e-80,Krajicek M.,2.1,0.5,-0.022727272727272818
2008-05-28,1.9221576414775354e-78,3.3920428967250627e-79,-3.3920428967250627e-79,Fedak Y.,3.5,0.5,-0.15000000000000002
2008-05-28,1.528989032993494e-78,3.9316860848404135e-79,-3.9316860848404135e-79,Dushevina V.,6.5,0.5,-0.20454545454545447
2008-05-28,1.4525395813438194e-78,7.644945164967471e-80,-7.644945164967471e-80,Sprem K.,2.25,0.5,-0.04999999999999993
2008-05-28,1.19845420412677e-78,2.540853772170495e-79,-2.540853772170495e-79,Brengle M.,4.33,0.5,-0.17492492492492484
2008-05-28,1.0077910352884202e-78,1.9066316883834977e-79,-1.9066316883834977e-79,Huck V.,3.75,0.5,-0.15909090909090906
2008-05-28,8.99813424364661e-79,1.079776109237593e-79,-1.079776109237593e-79,De Los Rios R.,2.75,0.5,-0.1071428571428571
2008-05-28,8.03404843182733e-79,9.640858118192795e-80,-9.640858118192795e-80,Perebiynis T.,2.75,0.5,-0.1071428571428571
2008-05-28,1.0544688566773372e-78,1.1158400599760182e-79,2.510640134946041e-79,Dellacqua C.,3.25,0.5,0.3125
2008-05-28,8.435750853418697e-79,2.1089377133546746e-79,-2.1089377133546746e-79,Ruano Pascual V.,6.0,0.5,-0.20000000000000007
2008-05-28,1.0017454138434703e-78,9.038304485805747e-80,1.5817032850160056e-79,Erakovic M.,2.75,0.5,0.1875
2008-05-28,8.139181487478195e-79,1.8782726509565067e-79,-1.8782726509565067e-79,Llagostera Vives N.,5.0,0.5,-0.1875
2008-05-28,1.4243567603086843e-78,1.5260965289021617e-79,6.104386115608647e-79,Wozniak A.,5.0,0.5,0.7500000000000002
2008-05-28,1.1006393147839834e-78,3.2371744552470096e-79,-3.2371744552470096e-79,Foretz S.,12.0,0.5,-0.2272727272727273
2008-05-28,9.081100652759743e-79,1.9252924950800912e-79,-1.9252924950800912e-79,Yuan M.,4.33,0.5,-0.17492492492492495
2008-05-28,8.324342265029765e-79,7.567583877299785e-80,-7.567583877299785e-80,Rezai A.,2.5,0.5,-0.08333333333333326
2008-05-28,6.540554636809101e-79,1.7837876282206637e-79,-1.7837876282206637e-79,Camerin M.E.,8.0,0.5,-0.2142857142857143
2008-05-28,5.372598451664619e-79,1.1679561851444824e-79,-1.1679561851444824e-79,Kremer A.,4.5,0.5,-0.1785714285714285
2008-05-28,4.365236241977503e-79,1.007362209687116e-79,-1.007362209687116e-79,Tanasugarn T.,5.0,0.5,-0.1875
2008-05-28,3.585729770195806e-79,7.795064717816969e-80,-7.795064717816969e-80,Santangelo M.,4.5,0.5,-0.1785714285714285
2008-05-28,4.7062703233819953e-79,4.980180236383064e-80,1.1205405531861894e-79,Stosur S.,3.25,0.5,0.3125
2008-05-28,3.765016258705596e-79,9.41254064676399e-80,-9.41254064676399e-80,Martinez-Sanchez M.J.,6.0,0.5,-0.19999999999999996
2008-05-28,3.3616216595585684e-79,4.0339459914702814e-80,-4.0339459914702814e-80,Morigami A.,2.75,0.5,-0.1071428571428571
2008-05-28,2.707973003533291e-79,6.536486560252772e-80,-6.536486560252772e-80,Gallovits E.,5.5,0.5,-0.19444444444444453
2008-05-28,2.525135410229036e-79,1.8283759330425508e-80,-1.8283759330425508e-80,Chan Y.J.,2.37,0.5,-0.06751824817518248
2008-05-28,3.629882152204239e-79,4.0172608799098296e-80,1.1047467419752032e-79,Loit E.,3.75,0.5,0.4374999999999998
2008-05-28,2.8232416739366305e-79,8.066404782676085e-80,-8.066404782676085e-80,Pandzic J.,10.0,0.5,-0.2222222222222221
2008-05-28,2.2457604224495925e-79,5.774812514870381e-80,-5.774812514870381e-80,Yakimova A.,6.5,0.5,-0.20454545454545459
2008-05-28,1.8090847847510604e-79,4.366756376985319e-80,-4.366756376985319e-80,Safarova L.,5.5,0.5,-0.19444444444444453
2008-05-28,1.5377220670384015e-79,2.7136271771265906e-80,-2.7136271771265906e-80,Bacsinszky T.,3.5,0.5,-0.1499999999999999
2008-05-28,1.1807508729044869e-79,3.569711941339147e-80,-3.569711941339147e-80,Johansson M.,15.0,0.5,-0.2321428571428571
2008-05-29,9.066479916945167e-80,2.7410288120997018e-80,-2.7410288120997018e-80,Sfar S.,15.0,0.5,-0.2321428571428572
2008-05-29,7.706507929403392e-80,1.359971987541775e-80,-1.359971987541775e-80,Pavlyuchenkova A.,3.5,0.5,-0.15000000000000002
2008-05-29,6.358447608419165e-80,1.348060320984227e-80,-1.348060320984227e-80,Makarova E.,4.33,0.5,-0.17492492492492495
2008-05-29,4.882379413607573e-80,1.4760681948115918e-80,-1.4760681948115918e-80,Erakovic M.,15.0,0.5,-0.2321428571428572
2008-05-29,4.35926733357819e-80,5.231120800293828e-81,-5.231120800293828e-81,Peng S.,2.75,0.5,-0.1071428571428571
2008-05-29,3.425138619240007e-80,9.341287143381835e-81,-9.341287143381835e-81,Sequera M.,8.0,0.5,-0.2142857142857143
2008-05-29,2.9494249221233394e-80,4.757136971166676e-81,-4.757136971166676e-81,Voskoboeva G.,3.25,0.5,-0.13888888888888884
2008-05-29,4.667464939260185e-80,5.159279330741277e-81,1.718040017136845e-80,Suarez Navarro C.,4.33,0.5,0.5825
2008-05-29,4.0840318218526615e-80,5.834331174075231e-81,-5.834331174075231e-81,Dulko G.,3.0,0.5,-0.125
2008-05-29,3.991212916810556e-80,9.281890504210602e-82,-9.281890504210602e-82,Dechy N.,2.1,0.5,-0.022727272727272707
2008-05-29,3.1359530060654367e-80,8.55259910745119e-81,-8.55259910745119e-81,Domachowska M.,8.0,0.5,-0.2142857142857143
2008-05-29,2.8359081196826326e-80,3.0004488638280416e-81,-3.0004488638280416e-81,Sanchez O.,2.62,0.5,-0.095679012345679
2008-05-29,2.4420319919489336e-80,3.93876127733699e-81,-3.93876127733699e-81,Lisicki S.,3.25,0.5,-0.13888888888888895
2008-05-29,2.8999129904393586e-80,2.6164628485167144e-81,4.57880998490425e-81,Wozniak A.,2.75,0.5,0.1875
2008-05-29,2.658253574569412e-80,2.416594158699465e-81,-2.416594158699465e-81,Pironkova T.,2.5,0.5,-0.08333333333333337
2008-05-29,4.651943755496471e-80,4.984225452317648e-81,1.993690180927059e-80,Zheng J.,5.0,0.5,0.75
2008-05-29,3.618178476497255e-80,1.0337652789992158e-80,-1.0337652789992158e-80,Rybarikova M.,10.0,0.5,-0.2222222222222222
2008-05-29,5.4272677147458825e-80,6.030297460828758e-81,1.8090892382486276e-80,Kanepi K.,4.0,0.5,0.5
2008-05-29,4.317144773093315e-80,1.110122941652567e-80,-1.110122941652567e-80,Mamic S.,6.5,0.5,-0.20454545454545459
2008-05-29,3.453715818474652e-80,8.63428954618663e-81,-8.63428954618663e-81,Cirstea S.,6.0,0.5,-0.19999999999999996
2008-05-29,2.6519603606144648e-80,8.017554578601871e-81,-8.017554578601871e-81,King V.,15.0,0.5,-0.2321428571428572
2008-05-30,2.4309636638965926e-80,2.2099669671787203e-81,-2.2099669671787203e-81,Kleybanova A.,2.5,0.5,-0.08333333333333337
2008-05-30,1.8738678242536236e-80,5.570958396429691e-81,-5.570958396429691e-81,Mattek B.,13.0,0.5,-0.22916666666666663
2008-05-30,1.4522475637965582e-80,4.2162026045706535e-81,-4.2162026045706535e-81,Cohen Aloro S.,11.0,0.5,-0.2250000000000001
2008-05-30,1.1551969257472623e-80,2.97050638049296e-81,-2.97050638049296e-81,Wozniacki C.,6.5,0.5,-0.20454545454545447
2008-05-30,2.5991930829313402e-80,2.4066602619734634e-81,1.443996157184078e-80,Srebotnik K.,7.0,0.5,1.25
2008-05-30,3.0865417859809666e-80,2.78484973171215e-81,4.873487030496263e-81,Cetkovska P.,2.75,0.5,0.1875
2008-05-30,2.5078152011095354e-80,5.787265848714312e-81,-5.787265848714312e-81,Loit E.,5.0,0.5,-0.1875
2008-05-30,2.403322901063305e-80,1.0449230004623073e-81,-1.0449230004623073e-81,Cornet A.,2.2,0.5,-0.04166666666666663
2008-05-30,3.1543613076455877e-80,3.3379484736990347e-81,7.510384065822828e-81,Pennetta F.,3.25,0.5,0.3125
2008-05-31,2.7600661441898893e-80,3.9429516345569846e-81,-3.9429516345569846e-81,Schiavone F.,3.0,0.5,-0.125
2008-05-31,2.300055120158241e-80,4.600110240316482e-81,-4.600110240316482e-81,Petrova N.,4.0,0.5,-0.16666666666666674
2008-05-31,1.7969180626236256e-80,5.031370575346152e-81,-5.031370575346152e-81,Zheng J.,9.0,0.5,-0.21875
2008-05-31,1.4225601329103702e-80,3.7435792971325536e-81,-3.7435792971325536e-81,Knapp K.,7.0,0.5,-0.20833333333333337
2008-05-31,1.2091761129738147e-80,2.133840199365555e-81,-2.133840199365555e-81,Cibulkova D.,3.5,0.5,-0.15000000000000002
2008-05-31,1.5114701412172683e-80,1.5114701412172684e-81,3.022940282434537e-81,Kanepi K.,3.0,0.5,0.25
2008-05-31,1.1875836823849966e-80,3.2388645883227175e-81,-3.2388645883227175e-81,Govortsova O.,8.0,0.5,-0.2142857142857143
2008-05-31,9.23676197410553e-81,2.639074849744437e-81,-2.639074849744437e-81,Wozniak A.,10.0,0.5,-0.2222222222222222
2008-05-31,1.1545952467631911e-80,1.1545952467631912e-81,2.3091904935263824e-81,Kvitova P.,3.0,0.5,0.25
2008-06-01,1.8762172759901857e-80,2.0617772263628415e-81,7.216220292269945e-81,Suarez Navarro C.,4.5,0.5,0.625
2008-06-01,1.4540683888923939e-80,4.221488870977918e-81,-4.221488870977918e-81,Cetkovska P.,11.0,0.5,-0.22499999999999998
2008-06-01,1.2521144459906726e-80,2.0195394290172137e-81,-2.0195394290172137e-81,Radwanska A.,3.25,0.5,-0.13888888888888884
2008-06-01,1.446192185119227e-80,1.198010735361446e-81,1.9407773912855429e-81,Schnyder P.,2.62,0.5,0.15500000000000003
2008-06-02,1.3859341774059257e-80,6.025800771330117e-82,-6.025800771330117e-82,Zvonareva V.,2.2,0.5,-0.04166666666666674
2008-06-03,1.2374412298267194e-80,1.4849294757920633e-81,-1.4849294757920633e-81,Azarenka V.,2.75,0.5,-0.1071428571428571
2008-06-03,9.899529838613755e-81,2.4748824596534388e-81,-2.4748824596534388e-81,Schnyder P.,6.0,0.5,-0.19999999999999996
2008-06-03,8.131756653147013e-81,1.767773185466742e-81,-1.767773185466742e-81,Suarez Navarro C.,4.5,0.5,-0.1785714285714286
2008-06-04,7.454110265384762e-81,6.77646387762251e-82,-6.77646387762251e-82,Dementieva E.,2.5,0.5,-0.08333333333333326
2008-06-04,5.823523644831845e-81,1.6305866205529166e-81,-1.6305866205529166e-81,Kanepi K.,9.0,0.5,-0.21875
2008-06-05,6.551464100435826e-81,4.852936370693204e-82,7.279404556039807e-82,Safina D.,2.5,0.5,0.125
2008-06-05,5.732531087881348e-81,8.189330125544783e-82,-8.189330125544783e-82,Jankovic J.,3.0,0.5,-0.125
2008-06-07,5.118331328465489e-81,6.141997594158586e-82,-6.141997594158586e-82,Safina D.,2.75,0.5,-0.1071428571428571
2008-06-09,4.691803717760032e-81,4.265276107054574e-82,-4.265276107054574e-82,Sprem K.,2.5,0.5,-0.08333333333333337
2008-06-09,4.585171815083667e-81,1.0663190267636443e-82,-1.0663190267636443e-82,Mamic S.,2.1,0.5,-0.022727272727272707
2008-06-09,4.4809633647408565e-81,1.0420845034281071e-82,-1.0420845034281071e-82,Wozniak A.,2.1,0.5,-0.022727272727272818
2008-06-09,7.091124524702406e-81,7.838321801686333e-82,2.610161159961549e-81,Compostizode E.,4.33,0.5,0.5825
2008-06-09,8.420710373084107e-81,7.597633419324006e-82,1.329585848381701e-81,Lepchenko V.,2.75,0.5,0.1875
2008-06-09,7.15760381712149e-81,1.2631065559626159e-81,-1.2631065559626159e-81,Camerin M.E.,3.5,0.5,-0.15000000000000002
2008-06-10,6.390717693858474e-81,7.668861232630168e-82,-7.668861232630168e-82,Dominguez Lino L.,2.75,0.5,-0.1071428571428571
2008-06-10,8.387816973189247e-81,8.875996797025658e-82,1.997099279330773e-81,Ivanova E.,3.25,0.5,0.3125
2008-06-10,7.968426124529785e-81,4.1939084865946236e-82,-4.1939084865946236e-82,Vakulenko J.,2.25,0.5,-0.050000000000000044
2008-06-10,6.47434622618045e-81,1.4940798983493347e-81,-1.4940798983493347e-81,Peer S.,5.0,0.5,-0.1875
2008-06-10,1.3757985730633458e-80,1.3242980917187285e-81,7.283639504453007e-81,Cohen Aloro S.,6.5,0.5,1.125
2008-06-10,1.0891738703418154e-80,2.866247027215304e-81,-2.866247027215304e-81,Osterloh L.,7.0,0.5,-0.20833333333333326
2008-06-10,1.5656874386163597e-80,1.7327766119074337e-81,4.765135682745443e-81,Kondratieva M.,3.75,0.5,0.4375
2008-06-10,1.245433189808468e-80,3.2025424880789177e-81,-3.2025424880789177e-81,Costas L.,6.5,0.5,-0.20454545454545459
2008-06-10,1.0230344059140987e-80,2.223987838943693e-81,-2.223987838943693e-81,Molik A.,4.5,0.5,-0.1785714285714286
2008-06-11,9.718826856183937e-81,5.115172029570494e-82,-5.115172029570494e-82,Parmentier P.,2.25,0.5,-0.050000000000000044
2008-06-11,9.961797527588536e-81,2.208824285496351e-82,2.4297067140459863e-82,Cohen Aloro S.,2.1,0.5,0.025000000000000133
2008-06-11,8.093960491165685e-81,1.8678370364228505e-81,-1.8678370364228505e-81,Lepchenko V.,5.0,0.5,-0.1875
2008-06-12,6.576342899072119e-81,1.517617592093566e-81,-1.517617592093566e-81,Parra Santonja A.,5.0,0.5,-0.1875000000000001
2008-06-12,5.947124905642379e-81,6.292179934297399e-82,-6.292179934297399e-82,Kondratieva M.,2.62,0.5,-0.095679012345679
2008-06-13,6.497233959414299e-81,4.0153945530797096e-82,5.501090537719203e-82,Martinez-Sanchez M.J.,2.37,0.5,0.09250000000000003
2008-06-13,5.594840353940091e-81,9.023936054742083e-82,-9.023936054742083e-82,Ivanova E.,3.25,0.5,-0.13888888888888895
